trader_id,timestamp,side,trade_size,leverage,pnl
T060,2024-04-13 02:35:00,long,34.74,5.34,-1.02
T058,2024-04-13 03:02:00,short,8.72,2.39,0.67
T058,2024-04-13 11:02:00,long,79.34,5.64,-1.91
T020,2024-04-13 09:06:00,long,51.81,1.87,1.18
T011,2024-04-13 10:40:00,long,14.66,2.01,0.38
T012,2024-04-13 17:13:00,long,9.85,3.28,0.5
T046,2024-04-13 17:06:00,short,21.91,3.94,-1.33
T037,2024-04-13 21:52:00,long,27.34,2.89,-0.04
T007,2024-04-13 17:38:00,long,69.17,2.25,-2.62
T025,2024-04-13 18:13:00,long,42.03,1.7,1.21
T003,2024-04-13 15:43:00,short,72.31,2.23,0.17
T036,2024-04-13 05:15:00,short,37.5,2.26,-0.39
T058,2024-04-13 04:46:00,long,46.29,1.58,-0.76
T025,2024-04-13 16:23:00,long,42.27,3.36,3.27
T052,2024-04-13 08:04:00,long,8.53,2.37,0.08
T067,2024-04-13 15:38:00,long,13.55,2.14,-0.3
T062,2024-04-14 15:22:00,long,31.83,1.08,-1.46
T054,2024-04-14 05:01:00,long,13.94,4.48,0.43
T052,2024-04-14 17:11:00,long,23.86,4.13,-0.15
T054,2024-04-14 05:46:00,long,11.97,2.99,-0.19
T022,2024-04-14 11:14:00,short,56.94,2.98,-1.55
T079,2024-04-14 13:15:00,long,18.63,3.5,-0.5
T047,2024-04-14 10:37:00,short,29.35,2.98,-1.23
T006,2024-04-14 07:54:00,long,19.98,1.8,-0.14
T047,2024-04-14 06:07:00,long,10.64,2.81,-0.06
T004,2024-04-14 21:55:00,long,70.67,2.39,-2.49
T059,2024-04-14 11:29:00,long,14.74,3.83,-0.49
T076,2024-04-14 15:51:00,short,31.01,2.08,-1.24
T022,2024-04-14 02:13:00,short,25.48,3.89,0.62
T059,2024-04-14 20:05:00,short,81.83,3.94,-4.86
T037,2024-04-14 18:01:00,short,26.07,3.65,1.61
T059,2024-04-14 21:33:00,long,24.84,2.27,0.03
T011,2024-04-14 07:09:00,long,23.12,2.33,-1.72
T067,2024-04-14 15:50:00,long,63.59,3.41,2.3
T073,2024-04-14 15:24:00,short,44.06,3.8,-5.32
T005,2024-04-14 16:23:00,long,65.41,9.54,0.37
T024,2024-04-14 14:45:00,short,9.87,3.18,0.17
T021,2024-04-14 15:05:00,long,29.63,2.34,-1.2
T054,2024-04-14 05:56:00,short,35.11,3.54,0.8
T061,2024-04-14 17:49:00,long,142.75,3.36,-7.39
T005,2024-04-14 05:37:00,long,15.07,2.66,-0.65
T014,2024-04-14 10:08:00,long,19.99,1.59,-0.01
T003,2024-04-14 00:59:00,long,22.72,4.04,-1.19
T037,2024-04-14 13:13:00,long,70.23,1.3,-2.18
T046,2024-04-14 14:20:00,short,52.26,9.31,0.55
T073,2024-04-14 12:28:00,long,49.35,1.46,-3.22
T008,2024-04-14 15:14:00,long,5.95,1.84,-0.08
T037,2024-04-14 01:54:00,short,19.25,7.2,-1.07
T068,2024-04-14 01:57:00,long,29.79,3.19,-1.35
T025,2024-04-14 17:20:00,long,47.43,7.44,0.64
T036,2024-04-14 20:35:00,long,23.28,1.79,-1.88
T077,2024-04-14 20:23:00,short,14.28,1.64,0.49
T011,2024-04-14 20:14:00,long,78.33,4.21,-5.57
T040,2024-04-14 17:32:00,long,24.7,2.79,-0.4
T040,2024-04-14 08:22:00,long,10.04,4.73,0.38
T043,2024-04-14 11:13:00,short,14.46,2.35,0.36
T077,2024-04-14 23:35:00,short,12.6,5.42,0.09
T036,2024-04-14 13:41:00,long,16.22,1,0.6
T042,2024-04-14 23:38:00,long,20.05,2.53,-0.94
T038,2024-04-14 17:28:00,short,7.09,5.73,0.19
T055,2024-04-14 14:30:00,short,16.51,1.57,-0.65
T052,2024-04-14 19:49:00,short,37.73,2.33,-0.89
T014,2024-04-14 21:04:00,long,18.61,2.19,-0.49
T023,2024-04-14 06:36:00,long,26.41,5.32,-0.59
T035,2024-04-14 08:30:00,short,11.05,1.65,-0.49
T013,2024-04-14 13:31:00,long,44.85,3.73,-2.26
T037,2024-04-14 12:04:00,long,103.01,3.95,-4.58
T024,2024-04-14 02:59:00,short,44.8,5.93,-0.76
T071,2024-04-14 05:46:00,short,39.03,3.65,0.62
T027,2024-04-14 02:23:00,long,16.34,4.7,1.0
T021,2024-04-14 05:48:00,short,6.01,5.85,-0.41
T046,2024-04-14 17:59:00,short,25.96,1.61,0.22
T047,2024-04-14 00:28:00,short,5.13,1.18,-0.36
T073,2024-04-14 19:49:00,short,89.55,3.2,-5.36
T071,2024-04-14 10:31:00,long,9.76,1.82,-0.68
T055,2024-04-14 21:35:00,short,44.68,2.01,-3.19
T048,2024-04-14 02:56:00,short,31.38,3.39,0.8
T013,2024-04-14 15:25:00,long,21.19,1.97,-0.62
T052,2024-04-14 10:45:00,long,20.96,4.93,-0.33
T038,2024-04-14 14:00:00,short,41.38,2.57,-0.4
T018,2024-04-14 17:10:00,long,16.6,1,-0.17
T061,2024-04-14 06:48:00,long,44.41,3.97,-1.09
T054,2024-04-14 01:53:00,long,42.9,3.78,-1.46
T048,2024-04-15 23:46:00,short,47.41,6.02,-0.53
T050,2024-04-15 10:58:00,short,29.22,2.32,0.52
T080,2024-04-15 06:44:00,short,61.81,1.81,2.49
T020,2024-04-15 14:21:00,long,15.08,1.95,0.4
T041,2024-04-15 14:13:00,long,22.25,4.41,0.56
T053,2024-04-15 09:02:00,long,30.02,6.44,-0.9
T053,2024-04-15 07:15:00,long,56.73,1.56,-1.61
T035,2024-04-15 10:20:00,long,44.69,6.88,-0.82
T012,2024-04-15 18:39:00,short,162.89,3.82,4.83
T053,2024-04-15 17:53:00,short,53.45,2.97,-2.18
T075,2024-04-15 10:01:00,long,192.8,2.42,4.43
T029,2024-04-15 22:09:00,long,7.6,2.16,0.13
T042,2024-04-15 12:44:00,long,13.49,2.0,0.01
T032,2024-04-15 08:27:00,long,84.76,2.82,5.57
T013,2024-04-15 14:51:00,long,21.75,2.92,-0.48
T080,2024-04-15 06:38:00,short,61.45,2.68,-2.37
T062,2024-04-15 23:27:00,short,27.18,2.07,0.6
T013,2024-04-15 04:17:00,short,23.48,1.5,0.02
T048,2024-04-15 12:03:00,long,15.71,1.68,-0.74
T022,2024-04-15 10:05:00,long,22.98,4.22,-0.09
T015,2024-04-15 08:34:00,long,5,3.48,0.01
T015,2024-04-15 19:32:00,long,22.19,3.64,-0.11
T012,2024-04-15 22:35:00,short,5.19,4.52,-0.16
T042,2024-04-15 06:49:00,short,33.27,14.05,2.53
T066,2024-04-15 12:09:00,long,51.4,4.01,1.07
T042,2024-04-15 16:34:00,long,20.99,4.49,-0.04
T054,2024-04-15 12:35:00,long,38.02,1.72,-0.51
T029,2024-04-15 23:09:00,short,11.03,1.55,0.17
T012,2024-04-15 06:06:00,short,217.67,5.94,12.23
T071,2024-04-15 21:38:00,long,15.74,1.27,0.51
T017,2024-04-15 04:45:00,long,31.98,3.17,0.83
T080,2024-04-15 18:24:00,long,34.08,2.5,2.17
T042,2024-04-15 01:39:00,short,13.71,3.17,0.62
T062,2024-04-15 23:25:00,short,92.28,5.31,1.28
T070,2024-04-15 18:37:00,long,19.69,8.97,-0.41
T048,2024-04-15 09:51:00,long,29.26,2.77,-0.39
T013,2024-04-15 06:25:00,long,11.79,3.88,0.37
T013,2024-04-15 20:00:00,short,30.63,2.25,1.06
T014,2024-04-15 04:36:00,long,28.76,1.03,1.4
T054,2024-04-15 15:38:00,long,7.25,2.07,-0.12
T011,2024-04-15 16:51:00,short,19.38,1.96,0.87
T017,2024-04-15 19:19:00,long,60.84,3.95,1.43
T070,2024-04-15 10:12:00,long,39.6,4.88,-2.01
T029,2024-04-15 09:57:00,short,45.68,2.27,1.02
T014,2024-04-15 21:34:00,short,12.64,5.13,0.12
T066,2024-04-15 05:11:00,short,26.28,4.09,0.07
T042,2024-04-15 01:35:00,short,102.04,2.04,7.38
T011,2024-04-15 23:39:00,short,14.63,3.63,-0.68
T054,2024-04-15 20:33:00,long,12.38,6.38,-0.24
T053,2024-04-15 03:09:00,short,58.45,5.73,0.86
T042,2024-04-15 01:43:00,long,44.71,2.75,0.75
T054,2024-04-15 06:35:00,long,26.65,1.22,0.13
T071,2024-04-15 23:42:00,short,8.54,6.66,0.22
T012,2024-04-15 10:55:00,short,41.77,3.69,0.29
T017,2024-04-15 00:28:00,short,42.99,7.94,1.17
T029,2024-04-15 12:23:00,short,5.92,3.44,0.21
T035,2024-04-15 06:14:00,long,36.06,2.11,-0.09
T041,2024-04-15 15:19:00,long,6.41,3.8,0.18
T062,2024-04-15 01:05:00,long,99.12,1.36,3.72
T054,2024-04-15 03:45:00,short,114.3,3.54,3.51
T070,2024-04-15 01:39:00,short,49.96,6.46,-0.15
T042,2024-04-15 04:05:00,short,25.15,3.91,-1.09
T015,2024-04-15 08:31:00,long,10.57,4.12,-0.68
T070,2024-04-15 06:59:00,long,15.59,1.14,0.44
T035,2024-04-15 12:54:00,long,12.14,2.85,0.49
T022,2024-04-15 15:23:00,short,18.09,2.18,-0.8
T066,2024-04-15 01:02:00,long,33.8,1.19,1.05
T041,2024-04-15 23:25:00,short,27.06,1.73,1.12
T054,2024-04-15 12:36:00,long,65.7,4.36,0.19
T048,2024-04-15 05:35:00,long,32.22,2.53,1.56
T075,2024-04-15 16:52:00,long,20.72,6.43,-0.22
T013,2024-04-15 09:05:00,long,8.13,4.63,0.06
T015,2024-04-15 23:50:00,long,10.63,2.93,0.29
T032,2024-04-15 10:21:00,long,32.57,1.77,0.11
T042,2024-04-15 13:47:00,short,99.59,2.37,1.14
T042,2024-04-15 22:59:00,long,25.83,3.54,1.33
T015,2024-04-15 23:22:00,long,22.94,2.39,0.36
T020,2024-04-15 06:28:00,short,11.56,3.31,0.15
T014,2024-04-15 09:43:00,long,19.52,1.04,0.26
T062,2024-04-15 06:37:00,short,5,3.46,-0.17
T048,2024-04-15 02:20:00,long,15.96,2.22,-0.13
T011,2024-04-15 00:45:00,long,27.61,4.15,0.0
T062,2024-04-15 22:16:00,long,204.28,5.41,-11.43
T012,2024-04-15 17:08:00,long,37.5,3.68,2.04
T017,2024-04-15 11:14:00,long,10.37,2.15,0.51
T032,2024-04-15 13:49:00,long,13.69,4.63,0.96
T071,2024-04-15 23:28:00,long,22.67,4.01,0.11
T029,2024-04-15 03:35:00,short,45.14,2.48,1.18
T050,2024-04-15 19:17:00,short,46.29,7.92,-0.98
T047,2024-04-16 03:27:00,short,105.25,3.98,5.41
T061,2024-04-16 03:56:00,long,38.92,2.61,1.82
T018,2024-04-16 23:47:00,short,5,1.88,-0.16
T033,2024-04-16 22:20:00,short,19.15,8.83,1.78
T019,2024-04-16 08:32:00,short,35.51,4.26,2.11
T020,2024-04-16 23:12:00,long,11.98,3.03,0.01
T047,2024-04-16 16:32:00,long,9.79,3.16,0.35
T041,2024-04-16 05:39:00,long,88.64,8.11,2.52
T020,2024-04-16 01:53:00,long,19.07,2.11,0.69
T060,2024-04-16 11:29:00,short,81.5,1.88,2.14
T019,2024-04-16 22:01:00,long,16.07,1.76,-0.1
T069,2024-04-16 12:27:00,short,31.58,4.97,1.09
T050,2024-04-16 19:49:00,short,31.88,1.84,-0.77
T047,2024-04-16 10:58:00,long,47.87,2.42,0.65
T066,2024-04-16 08:38:00,short,16.81,3.71,0.37
T033,2024-04-16 04:57:00,long,45.47,1.46,3.17
T056,2024-04-16 01:16:00,long,40.15,2.71,1.49
T066,2024-04-16 22:35:00,long,57.83,2.2,1.94
T049,2024-04-16 03:05:00,short,28.09,2.42,0.01
T079,2024-04-16 06:47:00,short,9.67,3.39,-0.19
T050,2024-04-16 20:28:00,short,25.7,2.04,0.64
T042,2024-04-16 03:13:00,long,16.67,6.89,0.16
T037,2024-04-16 21:58:00,long,27.36,2.07,-1.28
T041,2024-04-16 05:18:00,long,14.11,3.72,0.78
T048,2024-04-16 04:43:00,short,46.97,3.15,2.45
T054,2024-04-16 14:24:00,long,18.24,2.22,0.11
T042,2024-04-16 16:22:00,short,19.35,3.7,0.31
T014,2024-04-16 20:41:00,short,42.99,2.41,-0.17
T062,2024-04-16 06:10:00,short,38.38,3.27,0.5
T009,2024-04-16 23:36:00,long,12.07,3.94,-0.41
T009,2024-04-16 10:19:00,long,18.98,3.31,1.46
T047,2024-04-16 08:34:00,short,86.8,4.15,3.2
T050,2024-04-16 04:23:00,long,21.3,7.59,-1.31
T079,2024-04-16 00:57:00,long,81.62,1.22,-2.2
T054,2024-04-16 20:40:00,long,10.2,3.23,0.49
T019,2024-04-16 08:06:00,long,62.18,2.46,1.96
T033,2024-04-16 00:59:00,short,36.78,3.33,-1.56
T054,2024-04-16 17:36:00,short,14.52,1,-0.12
T080,2024-04-16 23:55:00,short,5,1.98,-0.12
T047,2024-04-16 00:21:00,long,8.99,1.81,0.13
T044,2024-04-16 10:49:00,long,16.98,8.71,0.33
T047,2024-04-16 06:36:00,short,128.01,7.88,2.81
T042,2024-04-16 23:05:00,long,38.65,4.26,2.53
T049,2024-04-16 00:10:00,short,28.63,2.61,0.81
T046,2024-04-16 13:16:00,short,18.91,4.32,1.19
T033,2024-04-16 12:13:00,short,9.35,1.92,-0.4
T062,2024-04-16 09:16:00,long,58.77,2.87,0.84
T019,2024-04-16 21:52:00,long,25.98,1.11,0.79
T069,2024-04-16 23:30:00,short,10.21,2.82,0.26
T047,2024-04-16 13:26:00,long,19.41,2.83,-0.21
T061,2024-04-16 10:00:00,long,38.72,2.77,-0.09
T069,2024-04-16 17:13:00,long,24.7,5.32,1.56
T020,2024-04-16 18:38:00,long,16.73,3.43,0.49
T018,2024-04-16 06:51:00,long,28.53,4.08,1.19
T018,2024-04-16 03:02:00,short,81.2,8.47,-1.16
T065,2024-04-16 08:01:00,long,84.91,7.28,-0.32
T056,2024-04-16 03:03:00,long,46.21,2.59,0.63
T070,2024-04-16 18:57:00,short,38.01,1.55,-0.13
T056,2024-04-16 05:45:00,long,33.05,1.78,1.02
T054,2024-04-16 04:19:00,short,5.64,3.57,0.15
T033,2024-04-16 19:47:00,long,5,1.76,-0.15
T018,2024-04-16 22:44:00,short,12.47,1.43,0.25
T047,2024-04-16 01:01:00,short,23.17,3.32,-0.43
T037,2024-04-16 05:28:00,short,34.62,1.11,0.42
T080,2024-04-16 14:17:00,long,163.05,3.43,-1.11
T079,2024-04-16 07:40:00,long,38.21,2.25,-1.23
T066,2024-04-16 15:37:00,short,31.11,3.76,1.43
T033,2024-04-16 03:18:00,short,20.65,4.03,1.37
T009,2024-04-16 18:34:00,long,105.6,1.57,-4.12
T044,2024-04-16 09:30:00,long,57.23,3.33,0.52
T046,2024-04-16 16:28:00,long,24.91,5.87,0.31
T080,2024-04-16 16:13:00,short,8.88,1.97,0.31
T044,2024-04-16 08:18:00,long,40.6,1.9,-2.32
T037,2024-04-16 13:09:00,long,20.05,1.85,-0.33
T046,2024-04-16 23:11:00,short,180.41,2.57,3.87
T046,2024-04-16 00:17:00,long,57.17,1.23,4.31
T062,2024-04-16 20:06:00,long,17.56,2.74,0.25
T049,2024-04-16 22:01:00,long,44.95,4.14,2.79
T065,2024-04-16 22:19:00,short,5.42,2.2,-0.23
T020,2024-04-16 14:07:00,short,23.14,2.03,0.61
T033,2024-04-16 07:57:00,short,15.36,1.9,0.27
T065,2024-04-16 15:56:00,short,70.76,5.34,0.84
T050,2024-04-16 16:51:00,short,27.65,2.16,-0.8
T033,2024-04-16 11:30:00,short,55.66,2.61,-1.48
T054,2024-04-16 01:55:00,short,13.21,3.36,0.58
T033,2024-04-16 00:44:00,long,6.08,2.14,-0.09
T003,2024-04-16 02:43:00,long,5.17,2.21,-0.12
T070,2024-04-16 17:01:00,long,21.63,2.47,-0.23
T059,2024-04-16 06:13:00,short,31.09,5.64,1.0
T018,2024-04-16 16:27:00,long,36.53,1.83,3.32
T009,2024-04-16 03:17:00,long,38.28,7.95,1.58
T033,2024-04-16 08:29:00,short,65.15,3.57,4.35
T054,2024-04-16 13:29:00,short,44.49,5.59,-0.99
T054,2024-04-16 23:08:00,short,7.62,2.63,-0.12
T050,2024-04-16 23:39:00,long,31.1,2.58,-0.83
T069,2024-04-16 08:48:00,long,102.16,2.53,7.14
T046,2024-04-16 09:38:00,long,19.31,2.0,1.04
T080,2024-04-16 01:40:00,long,18.85,1,0.52
T003,2024-04-16 18:57:00,short,6.11,3.88,0.12
T060,2024-04-16 05:04:00,long,101.18,2.29,1.04
T061,2024-04-16 03:42:00,short,47.33,1.99,1.56
T059,2024-04-16 16:37:00,short,28.52,3.73,-2.06
T033,2024-04-16 09:09:00,short,21.07,2.97,1.15
T060,2024-04-16 21:54:00,short,33.4,6.17,1.18
T080,2024-04-16 04:03:00,long,8.85,2.69,0.7
T062,2024-04-16 12:39:00,short,24.85,3.69,2.24
T070,2024-04-16 08:08:00,long,9.32,12.68,0.3
T018,2024-04-16 02:56:00,long,22.02,1,0.78
T056,2024-04-16 19:02:00,long,29.63,1.9,0.77
T041,2024-04-16 07:10:00,short,21.34,2.01,-0.39
T044,2024-04-16 04:14:00,long,31.08,2.67,-1.76
T061,2024-04-16 23:05:00,long,39.29,3.97,0.74
T007,2024-04-17 01:30:00,short,38.57,2.76,1.42
T015,2024-04-17 10:14:00,long,13.88,2.33,-0.28
T014,2024-04-17 19:56:00,long,31.99,2.27,-0.33
T019,2024-04-17 17:33:00,long,37.88,2.18,0.01
T037,2024-04-17 00:32:00,short,37.06,6.06,1.25
T003,2024-04-17 18:30:00,long,14.29,1.16,0.74
T055,2024-04-17 23:45:00,long,42.87,3.64,0.39
T051,2024-04-17 13:07:00,long,16.58,2.11,0.48
T019,2024-04-17 13:23:00,short,32.42,3.92,1.97
T058,2024-04-17 03:24:00,long,59.66,2.97,2.5
T026,2024-04-17 04:33:00,long,5,7.24,0.23
T014,2024-04-17 19:58:00,short,12.58,4.23,0.13
T058,2024-04-17 06:49:00,long,46.55,4.39,-0.19
T049,2024-04-17 23:38:00,long,49.49,1.61,0.95
T051,2024-04-17 21:50:00,long,9.58,7.64,-0.08
T007,2024-04-17 14:44:00,short,34.36,3.03,-0.17
T029,2024-04-17 16:43:00,short,44.09,2.55,-1.72
T018,2024-04-17 09:22:00,long,33.62,2.98,-1.52
T026,2024-04-17 12:59:00,long,6.36,1.64,0.06
T045,2024-04-17 01:58:00,long,5,5.3,0.23
T015,2024-04-17 02:21:00,short,72.52,3.67,1.34
T065,2024-04-17 16:01:00,short,47.27,5.68,0.79
T026,2024-04-17 17:25:00,long,41.17,4.88,2.11
T026,2024-04-17 07:54:00,long,12.05,3.45,0.51
T014,2024-04-17 01:28:00,long,21.86,7.2,1.78
T023,2024-04-17 01:34:00,long,69.89,3.03,-0.11
T051,2024-04-17 23:13:00,short,92.18,3.3,-0.26
T032,2024-04-17 15:02:00,long,19.17,1,0.91
T045,2024-04-17 19:37:00,long,90.4,2.21,4.92
T016,2024-04-17 23:20:00,short,14.04,2.72,0.93
T026,2024-04-17 04:49:00,long,28.76,1.45,0.44
T051,2024-04-17 06:31:00,short,16.89,3.71,1.38
T033,2024-04-17 03:23:00,long,36.66,1.85,3.37
T032,2024-04-17 06:21:00,short,49.17,4.74,1.6
T074,2024-04-17 21:40:00,short,48.39,5.59,4.39
T026,2024-04-17 04:32:00,long,31.3,2.05,0.76
T007,2024-04-17 20:33:00,short,85.97,7.05,2.06
T058,2024-04-17 18:48:00,long,9.16,3.25,0.14
T075,2024-04-17 18:32:00,long,18.43,2.44,-0.27
T065,2024-04-17 12:54:00,short,31.89,2.18,1.58
T023,2024-04-17 03:15:00,long,17.39,2.76,0.08
T052,2024-04-17 04:22:00,long,12.48,3.91,0.94
T058,2024-04-17 01:56:00,short,20.76,2.83,0.67
T064,2024-04-17 03:33:00,short,37.99,2.8,2.96
T024,2024-04-17 02:37:00,short,10.56,3.2,0.11
T032,2024-04-17 05:05:00,short,25.63,2.76,0.81
T055,2024-04-17 14:58:00,long,28.18,2.92,1.28
T015,2024-04-17 23:31:00,long,11.99,3.76,0.06
T043,2024-04-17 18:15:00,long,20.15,2.11,-0.34
T051,2024-04-17 16:41:00,long,12.89,1.67,0.01
T055,2024-04-17 15:23:00,short,46.51,3.9,1.28
T014,2024-04-17 14:04:00,long,24.91,3.93,-1.33
T029,2024-04-17 06:39:00,short,20.43,3.09,-0.14
T043,2024-04-17 14:35:00,long,25.5,1.9,0.73
T019,2024-04-17 15:13:00,long,15.05,1.55,-0.18
T058,2024-04-17 18:21:00,long,7.16,3.47,0.42
T024,2024-04-17 05:18:00,short,15.39,2.45,0.8
T070,2024-04-17 12:50:00,short,63.6,1.63,1.2
T055,2024-04-17 18:29:00,short,30.0,5.2,-0.46
T074,2024-04-17 13:30:00,long,5,3.8,0.27
T019,2024-04-17 21:04:00,long,40.0,3.76,0.8
T075,2024-04-17 18:16:00,short,13.66,3.09,-0.11
T037,2024-04-17 19:03:00,short,13.17,2.82,0.1
T052,2024-04-17 08:55:00,long,15.69,2.56,-0.75
T044,2024-04-17 08:26:00,short,9.74,5.36,-0.48
T032,2024-04-17 08:57:00,long,36.79,2.58,0.52
T003,2024-04-17 00:03:00,long,11.82,7.7,0.14
T014,2024-04-17 22:04:00,short,18.18,9.25,0.4
T019,2024-04-17 05:01:00,short,17.45,2.46,-0.22
T044,2024-04-17 19:30:00,short,24.84,3.69,0.84
T033,2024-04-17 15:04:00,long,8.69,5.53,-0.27
T070,2024-04-17 09:23:00,short,21.68,1.23,-0.35
T011,2024-04-17 08:04:00,long,73.24,2.51,-1.24
T019,2024-04-17 09:11:00,long,41.52,3.43,-0.2
T006,2024-04-17 15:50:00,long,9.06,6.1,0.4
T014,2024-04-17 20:08:00,short,10.26,3.35,0.02
T043,2024-04-17 09:35:00,short,31.71,1.57,0.6
T079,2024-04-17 23:23:00,long,7.09,5.28,0.03
T051,2024-04-17 23:16:00,short,12.06,3.91,0.37
T024,2024-04-17 00:06:00,short,11.92,5.1,0.51
T055,2024-04-17 16:43:00,short,66.35,4.55,1.27
T055,2024-04-17 13:15:00,short,15.77,3.75,0.36
T070,2024-04-17 06:25:00,long,35.55,1.07,2.29
T056,2024-04-18 01:23:00,short,9.64,4.52,-0.34
T012,2024-04-18 02:51:00,short,22.22,4.46,-1.03
T007,2024-04-18 19:52:00,short,27.88,7.92,0.29
T010,2024-04-18 18:22:00,long,25.1,6.95,-0.21
T048,2024-04-18 11:07:00,short,19.03,2.74,-0.67
T036,2024-04-18 19:07:00,short,19.17,2.48,0.59
T003,2024-04-18 09:50:00,short,40.26,6.87,1.46
T036,2024-04-18 19:23:00,short,78.07,1.94,-0.42
T031,2024-04-18 11:57:00,long,25.44,3.58,-0.47
T063,2024-04-18 02:12:00,long,50.0,2.8,1.33
T041,2024-04-18 03:53:00,long,22.53,3.29,-0.6
T040,2024-04-18 17:51:00,long,10.21,2.29,0.23
T075,2024-04-18 16:58:00,long,5,3.06,0.11
T047,2024-04-18 14:29:00,short,29.66,1,0.45
T056,2024-04-18 17:30:00,short,25.32,2.67,-1.08
T014,2024-04-18 04:21:00,short,13.0,6.7,-0.7
T027,2024-04-18 05:28:00,long,22.05,5.59,-0.33
T065,2024-04-18 04:48:00,long,32.69,2.83,1.61
T009,2024-04-18 08:44:00,short,15.98,1.8,0.45
T063,2024-04-18 16:14:00,long,9.61,3.16,0.24
T040,2024-04-18 14:18:00,short,66.47,2.11,-2.1
T062,2024-04-18 00:41:00,long,20.4,7.02,0.26
T014,2024-04-18 14:22:00,short,28.12,1.71,0.49
T076,2024-04-18 11:32:00,short,24.99,4.2,1.28
T068,2024-04-18 21:08:00,long,5.81,7.51,0.3
T024,2024-04-18 22:10:00,short,28.17,2.84,1.16
T046,2024-04-18 22:40:00,short,29.53,1.95,1.79
T074,2024-04-18 08:15:00,long,13.68,2.23,0.85
T064,2024-04-18 00:01:00,long,101.68,2.96,-0.82
T061,2024-04-18 18:49:00,long,36.69,7.43,1.36
T050,2024-04-18 21:34:00,long,21.97,3.38,0.67
T028,2024-04-18 23:22:00,short,41.08,3.35,0.61
T058,2024-04-18 06:37:00,long,27.46,1.04,-0.38
T041,2024-04-18 03:41:00,long,7.39,4.31,0.04
T028,2024-04-18 17:22:00,long,10.62,1.22,0.11
T038,2024-04-18 13:27:00,short,74.12,6.21,4.88
T021,2024-04-18 13:56:00,short,15.5,1.88,0.11
T070,2024-04-18 10:05:00,short,44.29,1.48,2.36
T028,2024-04-18 09:09:00,short,27.09,1.74,-1.05
T064,2024-04-18 16:50:00,long,12.01,3.68,0.62
T043,2024-04-18 04:45:00,long,24.45,4.76,-1.06
T041,2024-04-18 06:58:00,short,20.85,6.33,-0.83
T001,2024-04-18 12:24:00,short,10.91,6.63,-0.57
T033,2024-04-18 03:23:00,short,58.69,1.24,-1.06
T059,2024-04-18 23:52:00,short,40.29,1.5,-1.62
T040,2024-04-18 12:59:00,long,9.86,2.71,0.24
T079,2024-04-18 06:16:00,short,23.87,2.91,0.89
T047,2024-04-18 18:22:00,long,50.46,4.92,-1.84
T007,2024-04-18 17:50:00,long,73.03,4.03,-0.7
T061,2024-04-18 12:58:00,short,35.35,2.42,0.98
T029,2024-04-18 02:29:00,short,19.98,2.55,0.87
T009,2024-04-18 06:16:00,short,23.8,5.3,-0.7
T025,2024-04-18 18:03:00,short,80.08,4.58,-2.41
T046,2024-04-18 07:08:00,short,80.2,2.76,2.75
T079,2024-04-18 12:24:00,short,36.53,4.91,1.47
T050,2024-04-18 23:25:00,short,13.5,2.02,-0.53
T068,2024-04-18 23:14:00,short,40.81,2.01,-0.76
T062,2024-04-18 18:11:00,long,42.22,2.13,-0.88
T003,2024-04-18 22:56:00,long,79.97,2.31,2.37
T031,2024-04-18 14:31:00,short,7.76,2.41,0.36
T076,2024-04-18 08:22:00,short,53.73,2.78,1.25
T024,2024-04-18 06:46:00,long,9.61,3.1,0.08
T006,2024-04-18 03:11:00,long,38.35,4.83,0.52
T012,2024-04-18 06:34:00,long,8.53,1.96,-0.09
T080,2024-04-18 05:08:00,long,48.22,1.24,-0.8
T029,2024-04-18 21:58:00,long,10.0,2.84,-0.27
T009,2024-04-18 21:02:00,long,41.19,2.11,-0.88
T040,2024-04-18 17:04:00,short,166.31,2.11,7.25
T079,2024-04-18 09:08:00,long,15.41,3.54,-0.22
T058,2024-04-18 06:54:00,long,71.05,2.94,1.51
T062,2024-04-18 19:25:00,long,7.51,1.8,-0.26
T065,2024-04-18 19:10:00,long,11.84,3.34,0.6
T024,2024-04-18 01:26:00,short,52.58,1.3,2.13
T010,2024-04-18 08:44:00,short,7.76,2.63,0.05
T065,2024-04-18 00:55:00,short,12.11,1.89,0.03
T012,2024-04-18 02:53:00,short,10.79,6.3,-0.65
T011,2024-04-18 06:17:00,long,44.6,1.97,1.27
T001,2024-04-18 11:36:00,long,44.89,1.95,0.83
T028,2024-04-18 00:25:00,short,99.6,4.5,6.43
T007,2024-04-18 03:01:00,long,31.86,3.47,-2.46
T045,2024-04-18 01:52:00,short,18.81,1.14,0.17
T061,2024-04-18 16:40:00,short,211.07,6.4,-3.27
T027,2024-04-18 01:10:00,short,5,4.43,0.55
T060,2024-04-18 06:54:00,short,50.32,3.87,3.97
T007,2024-04-18 15:12:00,long,13.28,2.92,-0.34
T040,2024-04-18 06:09:00,short,30.95,1.15,-0.5
T076,2024-04-18 00:54:00,short,34.64,1.79,0.18
T001,2024-04-18 17:45:00,short,59.62,1.77,4.47
T021,2024-04-18 13:33:00,long,34.03,2.66,2.33
T060,2024-04-18 18:43:00,short,8.42,5.14,0.36
T073,2024-04-18 22:30:00,short,11.07,1.26,0.27
T009,2024-04-18 03:27:00,long,52.7,2.13,1.1
T029,2024-04-18 11:58:00,long,9.86,3.04,-0.01
